,NAME,STATE,STATEFP,COUNTYFP,NAMELSAD,POINT,SITE
0,Cuming,Nebraska,31,039,Cuming County,POINT (-96.985748 41.851967),66913
1,Wahkiakum,Washington,53,069,Wahkiakum County,POINT (-123.463028 46.366371),125299
2,De Baca,New Mexico,35,011,De Baca County,POINT (-104.088074 34.537392),16142
3,De Baca,New Mexico,35,011,De Baca County,POINT (-104.13678 34.57011),16316
4,De Baca,New Mexico,35,011,De Baca County,POINT (-104.15712 34.733997),17317
5,Lancaster,Nebraska,31,109,Lancaster County,POINT (-96.723145 40.7766),54135
6,Lancaster,Nebraska,31,109,Lancaster County,POINT (-96.575378 40.703255),53444
7,Lancaster,Nebraska,31,109,Lancaster County,POINT (-96.7229 40.75803),53954
8,Nuckolls,Nebraska,31,129,Nuckolls County,POINT (-98.216003 40.032036),48472
9,Nuckolls,Nebraska,31,129,Nuckolls County,POINT (-98.26370199999999 40.012466),48360
10,Nuckolls,Nebraska,31,129,Nuckolls County,POINT (-98.215332 40.013504),48362
11,Minnehaha,South Dakota,46,099,Minnehaha County,POINT (-96.475342 43.567009),87915
12,Minnehaha,South Dakota,46,099,Minnehaha County,POINT (-97.096497 43.804649),91048
13,Minnehaha,South Dakota,46,099,Minnehaha County,POINT (-97.121582 43.767155),90675
14,Menard,Texas,48,327,Menard County,POINT (-99.831238 31.082081),8452
15,Sierra,California,06,091,Sierra County,POINT (-120.095978 39.695629),74604
16,Sierra,California,06,091,Sierra County,POINT (-120.485199 39.660118),75094
17,Sierra,California,06,091,Sierra County,POINT (-120.256897 39.657059),74602
18,Clinton,Kentucky,21,053,Clinton County,POINT (-85.043762 36.71804),32677
19,Hancock,Ohio,39,063,Hancock County,POINT (-83.693665 40.844772),63407
20,Hancock,Ohio,39,063,Hancock County,POINT (-83.867554 41.090389),65989
21,Hancock,Ohio,39,063,Hancock County,POINT (-83.62091100000001 40.83622),63410
22,Hale,Texas,48,189,Hale County,POINT (-101.836823 34.295345),14656
23,Hale,Texas,48,189,Hale County,POINT (-101.64151 34.087051),14070
24,Hale,Texas,48,189,Hale County,POINT (-101.789459 34.26152),14580
25,Clay,Alabama,01,027,Clay County,POINT (-86.003204 33.273392),12839
26,Armstrong,Texas,48,011,Armstrong County,POINT (-101.333374 34.929729),17372
27,Armstrong,Texas,48,011,Armstrong County,POINT (-101.529358 34.863728),17023
28,Armstrong,Texas,48,011,Armstrong County,POINT (-101.449402 34.978405),17781
29,Allen,Ohio,39,003,Allen County,POINT (-83.90252700000001 40.793919),62482
30,Allen,Ohio,39,003,Allen County,POINT (-83.992188 40.841759),62980
31,Allen,Ohio,39,003,Allen County,POINT (-84.190918 40.714146),61069
32,McDuffie,Georgia,13,189,McDuffie County,POINT (-82.329285 33.350677),14292
33,Sauk,Wisconsin,55,111,Sauk County,POINT (-89.803375 43.431221),88564
34,Sauk,Wisconsin,55,111,Sauk County,POINT (-89.620422 43.458111),89099
35,Sauk,Wisconsin,55,111,Sauk County,POINT (-89.64801 43.441032),88839
36,Stone,Arkansas,05,137,Stone County,POINT (-92.36019899999999 35.870819),22913
37,Stone,Arkansas,05,137,Stone County,POINT (-92.38385 35.853294),22802
38,Stone,Arkansas,05,137,Stone County,POINT (-92.361237 35.852467),22803
39,Wallowa,Oregon,41,063,Wallowa County,POINT (-117.078415 45.316387),116451
40,Wallowa,Oregon,41,063,Wallowa County,POINT (-117.085312 45.334373),116568
41,Wallowa,Oregon,41,063,Wallowa County,POINT (-117.007355 45.561295),117442
42,Beaver,Pennsylvania,42,007,Beaver County,POINT (-80.500305 40.570904),64971
43,Jasper,Mississippi,28,061,Jasper County,POINT (-89.161804 32.182022),10298
44,Henry,Missouri,29,083,Henry County,POINT (-93.909119 38.497272),40366
45,Henry,Missouri,29,083,Henry County,POINT (-93.932129 38.516228),40451
46,Henry,Missouri,29,083,Henry County,POINT (-93.88610799999999 38.478306),40281
47,Saguache,Colorado,08,109,Saguache County,POINT (-106.294586 38.221081),41439
48,Saguache,Colorado,08,109,Saguache County,POINT (-106.740585 38.19342),41544
49,Saguache,Colorado,08,109,Saguache County,POINT (-106.92691 38.173473),41539
50,Chatham,North Carolina,37,037,Chatham County,POINT (-79.52773999999999 35.780228),31555
51,Rich,Utah,49,033,Rich County,POINT (-111.099091 41.650719),77082
52,Rich,Utah,49,033,Rich County,POINT (-111.412292 41.49197),75885
53,Rich,Utah,49,033,Rich County,POINT (-111.358871 41.480827),75693
54,Adair,Oklahoma,40,001,Adair County,POINT (-94.49490400000001 35.761044),22041
55,Adair,Oklahoma,40,001,Adair County,POINT (-94.517517 35.761391),22040
56,Lake,Ohio,39,085,Lake County,POINT (-81.189697 41.710384),77508
57,Lake,Ohio,39,085,Lake County,POINT (-81.145355 41.685268),77275
58,Lake,Ohio,39,085,Lake County,POINT (-81.087219 41.714931),77755
59,Hamilton,Tennessee,47,065,Hamilton County,POINT (-85.147217 35.430843),23386
60,Otero,New Mexico,35,035,Otero County,POINT (-105.451706 33.145523),12525
61,Otero,New Mexico,35,035,Otero County,POINT (-104.863129 32.341976),10903
62,Otero,New Mexico,35,035,Otero County,POINT (-106.00145 32.136627),10740
63,Catron,New Mexico,35,003,Catron County,POINT (-109.045441 33.771339),15140
64,Catron,New Mexico,35,003,Catron County,POINT (-108.065231 33.881607),15085
65,Catron,New Mexico,35,003,Catron County,POINT (-108.505402 33.972954),15661
66,Marengo,Alabama,01,091,Marengo County,POINT (-87.53845200000001 32.415348),10967
67,Lincoln,Wyoming,56,023,Lincoln County,POINT (-110.335724 41.945564),79427
68,Lincoln,Wyoming,56,023,Lincoln County,POINT (-110.843933 41.743504),77798
69,Lincoln,Wyoming,56,023,Lincoln County,POINT (-110.284515 41.839108),78068
70,Barton,Missouri,29,011,Barton County,POINT (-94.38125599999999 37.600586),35153
71,Barton,Missouri,29,011,Barton County,POINT (-94.312378 37.562553),34792
72,Barton,Missouri,29,011,Barton County,POINT (-94.268372 37.469543),33909
73,Calhoun,Texas,48,057,Calhoun County,POINT (-96.738495 28.158154),2305
74,Calhoun,Texas,48,057,Calhoun County,POINT (-96.661591 28.587322),2709
75,Calhoun,Texas,48,057,Calhoun County,POINT (-96.639099 28.355232),2482
76,Pocahontas,West Virginia,54,075,Pocahontas County,POINT (-80.221405 38.319286),45374
77,Pocahontas,West Virginia,54,075,Pocahontas County,POINT (-80.003967 38.416988),46039
78,Pocahontas,West Virginia,54,075,Pocahontas County,POINT (-80.230682 38.377281),45698
79,Clay,Texas,48,077,Clay County,POINT (-98.37228399999999 34.09457),13593
80,Clay,Texas,48,077,Clay County,POINT (-98.04489100000001 33.49947),12400
81,Clay,Texas,48,077,Clay County,POINT (-98.219757 33.495586),12396
82,Keith,Nebraska,31,101,Keith County,POINT (-101.586121 41.096485),59421
83,Keith,Nebraska,31,101,Keith County,POINT (-101.282715 41.298172),61645
84,Keith,Nebraska,31,101,Keith County,POINT (-101.781281 41.328117),62362
85,Phelps,Nebraska,31,137,Phelps County,POINT (-99.27520800000001 40.35688),50580
86,Phelps,Nebraska,31,137,Phelps County,POINT (-99.233459 40.488148),51738
87,Phelps,Nebraska,31,137,Phelps County,POINT (-99.351257 40.410179),51002
88,Calcasieu,Louisiana,22,019,Calcasieu Parish,POINT (-93.659943 30.084793),6276
89,Calcasieu,Louisiana,22,019,Calcasieu Parish,POINT (-93.681335 30.067326),6224
90,Calcasieu,Louisiana,22,019,Calcasieu Parish,POINT (-93.217651 30.21664),6700
91,Union,Louisiana,22,111,Union Parish,POINT (-92.113647 32.80439),11121
92,Sequoyah,Oklahoma,40,135,Sequoyah County,POINT (-94.74664300000001 35.617649),21436
93,DeKalb,Alabama,01,049,DeKalb County,POINT (-85.648743 34.708946),18743
94,Steuben,New York,36,101,Steuben County,POINT (-77.52514600000001 42.524574),94366
95,Steuben,New York,36,101,Steuben County,POINT (-77.50058 42.520317),94367
96,Steuben,New York,36,101,Steuben County,POINT (-77.555176 42.185921),90606
97,Forest,Pennsylvania,42,053,Forest County,POINT (-79.156616 41.538673),79172
98,Tangipahoa,Louisiana,22,105,Tangipahoa Parish,POINT (-90.393433 30.305161),7239
99,Tangipahoa,Louisiana,22,105,Tangipahoa Parish,POINT (-90.287903 30.316772),7264
100,Stafford,Virginia,51,179,Stafford County,POINT (-77.49353000000001 38.573734),49645
101,Menominee,Michigan,26,109,Menominee County,POINT (-87.72583 45.185303),108257
102,Menominee,,26,109,Menominee County,POINT (-87.191864 45.369896),109725
103,Menominee,,26,109,Menominee County,POINT (-87.165497 45.367851),109726
104,Jasper,Indiana,18,073,Jasper County,POINT (-87.236694 40.824963),58829
105,Jasper,Indiana,18,073,Jasper County,POINT (-87.13104199999999 41.040287),61490
106,Jasper,Indiana,18,073,Jasper County,POINT (-87.209656 40.841377),59065
107,Brantley,Georgia,13,025,Brantley County,POINT (-82.24597199999999 31.201275),9757
108,Lamar,Georgia,13,171,Lamar County,POINT (-84.197754 33.158432),13050
109,Steuben,Indiana,18,151,Steuben County,POINT (-85.150482 41.567474),70745
110,Steuben,Indiana,18,151,Steuben County,POINT (-85.153839 41.549061),70473
111,Steuben,Indiana,18,151,Steuben County,POINT (-85.059753 41.651966),71965
112,Orange,Texas,48,361,Orange County,POINT (-93.786987 30.015923),6076
113,Fayette,Ohio,39,047,Fayette County,POINT (-83.658844 39.564419),49953
114,Fayette,Ohio,39,047,Fayette County,POINT (-83.47268699999999 39.523205),49859
115,Fayette,Ohio,39,047,Fayette County,POINT (-83.583923 39.574169),50077
116,Hampshire,Massachusetts,25,015,Hampshire County,POINT (-73.04626500000001 42.361866),103234
117,Hampshire,Massachusetts,25,015,Hampshire County,POINT (-72.997986 42.351326),103236
118,Hampshire,Massachusetts,25,015,Hampshire County,POINT (-73.039154 42.379704),103444
119,Allen,Kentucky,21,003,Allen County,POINT (-86.243347 36.75024),32047
120,Alamance,North Carolina,37,001,Alamance County,POINT (-79.50726299999999 36.039524),33322
121,Greenwood,Kansas,20,073,Greenwood County,POINT (-96.524567 37.667553),35665
122,Greenwood,Kansas,20,073,Greenwood County,POINT (-96.50140399999999 37.686131),35828
123,Greenwood,Kansas,20,073,Greenwood County,POINT (-96.431702 37.723366),36122
124,Suffolk,Massachusetts,25,025,Suffolk County,POINT (-71.04776 42.354065),106713
125,Suffolk,Massachusetts,25,025,Suffolk County,POINT (-70.96820099999999 42.354633),106852
126,Suffolk,Massachusetts,25,025,Suffolk County,POINT (-71.04003899999999 42.371765),106851
127,Jefferson,Idaho,16,051,Jefferson County,POINT (-112.48735 43.628284),103870
128,Gonzales,Texas,48,177,Gonzales County,POINT (-97.227051 29.495079),4852
129,Marion,Tennessee,47,115,Marion County,POINT (-85.53671300000001 35.269802),22258
130,Alpena,,26,007,Alpena County,POINT (-83.436829 45.052288),109926
131,Alpena,Michigan,26,007,Alpena County,POINT (-83.342102 45.117115),110305
132,Alpena,,26,007,Alpena County,POINT (-83.147034 45.151611),110631
133,Wayne,Kentucky,21,231,Wayne County,POINT (-84.96539300000001 36.635017),32162
134,Fannin,Texas,48,147,Fannin County,POINT (-96.360535 33.44762),12303
135,Doniphan,Kansas,20,043,Doniphan County,POINT (-95.33523599999999 39.923622),47564
136,Doniphan,Kansas,20,043,Doniphan County,POINT (-95.334656 39.979237),47994
137,Doniphan,Kansas,20,043,Doniphan County,POINT (-95.334839 39.960693),47855
138,Kerr,Texas,48,265,Kerr County,POINT (-99.609375 30.07999),6394
139,Kerr,Texas,48,265,Kerr County,POINT (-99.630127 30.079178),6393
140,Kerr,Texas,48,265,Kerr County,POINT (-99.144836 29.934902),5892
141,Hernando,Florida,12,053,Hernando County,POINT (-82.664062 28.436996),4654
142,Wakulla,,12,129,Wakulla County,POINT (-84.284943 30.057705),7857
143,Wakulla,Florida,12,129,Wakulla County,POINT (-84.379272 29.996941),7763
144,Walton,,12,131,Walton County,POINT (-86.147339 30.384792),7968
145,Chickasaw,Mississippi,28,017,Chickasaw County,POINT (-88.72457900000001 33.849228),13605
146,Clare,Michigan,26,035,Clare County,POINT (-85.031982 43.846359),98542
147,Republic,Kansas,20,157,Republic County,POINT (-97.581238 39.839607),46988
148,Republic,Kansas,20,157,Republic County,POINT (-97.53295900000001 39.840324),46990
149,Republic,Kansas,20,157,Republic County,POINT (-97.53576700000001 39.95153),47840
150,Volusia,Florida,12,127,Volusia County,POINT (-80.887726 28.9203),6491
151,Canadian,Oklahoma,40,017,Canadian County,POINT (-98.061981 35.475525),20518
152,Canadian,Oklahoma,40,017,Canadian County,POINT (-98.108215 35.511261),20823
153,Canadian,Oklahoma,40,017,Canadian County,POINT (-97.996094 35.53196),20966
154,Floyd,Georgia,13,115,Floyd County,POINT (-85.38678 34.108601),15315
155,Churchill,Nevada,32,001,Churchill County,POINT (-117.722229 39.51902),65760
156,Churchill,Nevada,32,001,Churchill County,POINT (-117.675964 39.528938),65762
157,Churchill,Nevada,32,001,Churchill County,POINT (-118.361801 39.225418),64053
158,Webster,Nebraska,31,181,Webster County,POINT (-98.506409 40.025478),48469
159,Hancock,Illinois,17,067,Hancock County,POINT (-91.220551 40.577946),53264
160,Hancock,Illinois,17,067,Hancock County,POINT (-91.22927900000001 40.466808),52188
161,Hancock,Illinois,17,067,Hancock County,POINT (-91.247833 40.542),52885
162,Hutchinson,South Dakota,46,067,Hutchinson County,POINT (-98.107086 43.212772),83183
163,Hutchinson,South Dakota,46,067,Hutchinson County,POINT (-98.055359 43.195126),82937
164,Hutchinson,South Dakota,46,067,Hutchinson County,POINT (-98.00366200000001 43.177467),82717
165,Crook,Oregon,41,013,Crook County,POINT (-119.813599 44.058598),113428
166,Crook,Oregon,41,013,Crook County,POINT (-119.806 44.040798),113368
167,Crook,Oregon,41,013,Crook County,POINT (-120.887665 44.030987),114366
168,Franklin,Vermont,50,011,Franklin County,POINT (-73.051422 44.983044),116747
169,Franklin,Vermont,50,011,Franklin County,POINT (-72.635193 44.99263),117150
170,Franklin,Vermont,50,011,Franklin County,POINT (-72.55471799999999 44.858768),116642
171,Marquette,Michigan,26,103,Marquette County,POINT (-88.028442 46.42392),113956
172,Marquette,Michigan,26,103,Marquette County,POINT (-87.996185 46.459129),114143
173,Marquette,Michigan,26,103,Marquette County,POINT (-87.99057000000001 46.870579),115977
174,Middlesex,Connecticut,09,007,Middlesex County,POINT (-72.402405 41.306458),92090
175,Middlesex,Connecticut,09,007,Middlesex County,POINT (-72.681946 41.447346),92881
176,Middlesex,Connecticut,09,007,Middlesex County,POINT (-72.736542 41.440201),92665
177,Davidson,North Carolina,37,057,Davidson County,POINT (-80.136047 35.75005),30527
178,Clay,Illinois,17,025,Clay County,POINT (-88.63067599999999 38.90239),43546
179,Knox,Missouri,29,103,Knox County,POINT (-92.255493 40.062683),48851
180,Livingston,Missouri,29,117,Livingston County,POINT (-93.43182400000001 39.764332),46651
181,Livingston,Missouri,29,117,Livingston County,POINT (-93.406189 39.800781),46887
182,Livingston,Missouri,29,117,Livingston County,POINT (-93.455933 39.764915),46650
183,Tioga,Pennsylvania,42,117,Tioga County,POINT (-77.044464 41.694263),85122
184,Tioga,Pennsylvania,42,117,Tioga County,POINT (-76.941132 41.618217),84329
185,Tioga,Pennsylvania,42,117,Tioga County,POINT (-77.592072 41.905899),86786
186,Dakota,Nebraska,31,043,Dakota County,POINT (-96.666962 42.356453),73604
187,Dakota,Nebraska,31,043,Dakota County,POINT (-96.61663799999999 42.35675),73606
188,Dakota,Nebraska,31,043,Dakota County,POINT (-96.64260899999999 42.430992),74337
189,Leelanau,Michigan,26,089,Leelanau County,POINT (-85.975494 44.855797),107366
190,Leelanau,Michigan,26,089,Leelanau County,POINT (-85.77298 44.950218),107910
191,Leelanau,Michigan,26,089,Leelanau County,POINT (-85.96893300000001 44.892757),107574
192,Surry,Virginia,51,181,Surry County,POINT (-76.689026 37.110607),42611
193,Refugio,Texas,48,391,Refugio County,POINT (-97.387939 28.257614),2402
194,Refugio,Texas,48,391,Refugio County,POINT (-97.408569 28.275154),2420
195,Refugio,Texas,48,391,Refugio County,POINT (-97.082977 28.190384),2355
196,Butler,Ohio,39,017,Butler County,POINT (-84.780396 39.542744),48990
197,Butler,Ohio,39,017,Butler County,POINT (-84.63088999999999 39.563797),49271
198,Butler,Ohio,39,017,Butler County,POINT (-84.607086 39.561176),49272
199,Terrell,Georgia,13,273,Terrell County,POINT (-84.35443100000001 31.763878),10418
200,Clayton,Georgia,13,063,Clayton County,POINT (-84.297729 33.465542),13808
201,Fremont,Wyoming,56,013,Fremont County,POINT (-107.570435 42.825512),86016
202,Fremont,Wyoming,56,013,Fremont County,POINT (-107.631042 42.743816),84899
203,Fremont,Wyoming,56,013,Fremont County,POINT (-109.796371 43.546402),98651
204,Ohio,Indiana,18,115,Ohio County,POINT (-85.10861199999999 38.923817),45159
205,Columbia,Georgia,13,073,Columbia County,POINT (-82.300354 33.383499),14407
206,Sedgwick,Colorado,08,115,Sedgwick County,POINT (-102.640198 40.793499),56607
207,Sedgwick,Colorado,08,115,Sedgwick County,POINT (-102.365479 40.754562),55941
208,Musselshell,Montana,30,065,Musselshell County,POINT (-108.632996 46.666653),116946
209,Musselshell,Montana,30,065,Musselshell County,POINT (-107.901611 46.461594),115578
210,Musselshell,Montana,30,065,Musselshell County,POINT (-108.103271 46.384079),115331
211,Dauphin,Pennsylvania,42,043,Dauphin County,POINT (-76.759491 40.53355),72854
212,Moody,South Dakota,46,101,Moody County,POINT (-96.868774 44.104614),94496
213,Moody,South Dakota,46,101,Moody County,POINT (-96.478241 43.920765),92145
214,Putnam,West Virginia,54,079,Putnam County,POINT (-81.773132 38.662479),45951
215,Sussex,New Jersey,34,037,Sussex County,POINT (-74.476501 41.197018),85140
216,Sussex,New Jersey,34,037,Sussex County,POINT (-74.54373200000001 41.153149),84345
217,Sussex,New Jersey,34,037,Sussex County,POINT (-74.69519 41.29985),85973
218,Decatur,Kansas,20,039,Decatur County,POINT (-100.721863 39.837387),47685
219,Perry,Indiana,18,123,Perry County,POINT (-86.63696299999999 38.01368),40071
220,Union,Mississippi,28,145,Union County,POINT (-88.820984 34.590603),16096
221,Boyd,Nebraska,31,015,Boyd County,POINT (-98.659271 42.99596),80696
222,Boyd,Nebraska,31,015,Boyd County,POINT (-98.632172 42.959373),80334
223,Boyd,Nebraska,31,015,Boyd County,POINT (-98.710114 42.994709),80694
224,Mille Lacs,Minnesota,27,095,Mille Lacs County,POINT (-93.785583 46.042614),111491
225,Mille Lacs,Minnesota,27,095,Mille Lacs County,POINT (-93.724182 45.575497),108947
226,Mille Lacs,Minnesota,27,095,Mille Lacs County,POINT (-93.80725099999999 46.173477),111927
227,Walsh,North Dakota,38,099,Walsh County,POINT (-98.00250200000001 48.356251),121460
228,Walsh,North Dakota,38,099,Walsh County,POINT (-97.415497 48.401802),121611
229,Morgan,Ohio,39,115,Morgan County,POINT (-81.993713 39.708397),52987
230,Portage,Ohio,39,133,Portage County,POINT (-81.381439 41.037991),69710
231,Portage,Ohio,39,133,Portage County,POINT (-81.361694 41.01635),69467
232,Portage,Ohio,39,133,Portage County,POINT (-81.385895 41.019714),69466
233,Uinta,Wyoming,56,041,Uinta County,POINT (-110.535034 41.106228),70288
234,Uinta,Wyoming,56,041,Uinta County,POINT (-110.363159 41.016613),68776
235,Uinta,Wyoming,56,041,Uinta County,POINT (-110.065765 41.453022),73693
236,Humboldt,Nevada,32,013,Humboldt County,POINT (-117.647858 40.978455),82407
237,Humboldt,Nevada,32,013,Humboldt County,POINT (-117.177521 41.941929),93137
238,Humboldt,Nevada,32,013,Humboldt County,POINT (-119.201797 41.41523),92101
239,Jim Hogg,Texas,48,247,Jim Hogg County,POINT (-98.859619 27.065937),1314
240,Jim Hogg,Texas,48,247,Jim Hogg County,POINT (-98.819794 27.067192),1316
241,Jim Hogg,Texas,48,247,Jim Hogg County,POINT (-98.665161 27.196217),1407
242,Cheyenne,Colorado,08,017,Cheyenne County,POINT (-102.18396 38.980614),43518
243,Cheyenne,Colorado,08,017,Cheyenne County,POINT (-102.401367 39.004436),43686
244,Cheyenne,Colorado,08,017,Cheyenne County,POINT (-102.39566 38.949085),43430
245,Clackamas,Oregon,41,005,Clackamas County,POINT (-122.340332 45.140255),120320
246,Clackamas,Oregon,41,005,Clackamas County,POINT (-122.532318 45.133228),120514
247,Clackamas,Oregon,41,005,Clackamas County,POINT (-122.233765 45.382275),121390
248,Polk,Arkansas,05,113,Polk County,POINT (-94.29657 34.69408),15388
249,Benton,Indiana,18,007,Benton County,POINT (-87.52319300000001 40.717724),57402
250,Benton,Indiana,18,007,Benton County,POINT (-87.158112 40.68766),57417
251,Benton,Indiana,18,007,Benton County,POINT (-87.438873 40.61755),56255
252,Morgan,Tennessee,47,129,Morgan County,POINT (-84.46075399999999 36.094288),28385
253,Morgan,Tennessee,47,129,Morgan County,POINT (-84.57324199999999 36.237434),29464
254,Morgan,Tennessee,47,129,Morgan County,POINT (-84.553894 36.216614),29345
255,Douglas,South Dakota,46,043,Douglas County,POINT (-98.245453 43.489342),87158
256,Worcester,Maryland,24,047,Worcester County,POINT (-75.089203 38.329403),51143
257,Worcester,,24,047,Worcester County,POINT (-75.09979199999999 38.369881),51507
258,Worcester,,24,047,Worcester County,POINT (-75.08764600000001 38.405602),51885
259,Wabash,Illinois,17,185,Wabash County,POINT (-87.67691000000001 38.531857),42201
260,Huntington,Indiana,18,069,Huntington County,POINT (-85.60141 40.994274),62739
261,Huntington,Indiana,18,069,Huntington County,POINT (-85.372253 40.746674),59959
262,Huntington,Indiana,18,069,Huntington County,POINT (-85.604614 40.975861),62467
263,Scott,Kentucky,21,209,Scott County,POINT (-84.621094 38.179626),41912
264,Scott,Kentucky,21,209,Scott County,POINT (-84.627747 38.143047),41702
265,Scott,Kentucky,21,209,Scott County,POINT (-84.594482 38.195297),42019
266,Decatur,Iowa,19,053,Decatur County,POINT (-93.77731300000001 40.8857),55562
267,Decatur,Iowa,19,053,Decatur County,POINT (-93.557129 40.862282),55352
268,Wabash,Indiana,18,169,Wabash County,POINT (-85.65020800000001 40.999081),62737
269,Wabash,Indiana,18,169,Wabash County,POINT (-85.653381 40.980659),62465
270,Wabash,Indiana,18,169,Wabash County,POINT (-85.676422 40.702118),59071
271,Allen,Indiana,18,003,Allen County,POINT (-84.909576 41.111233),64748
272,Allen,Indiana,18,003,Allen County,POINT (-85.33142100000001 41.117188),64351
273,Allen,Indiana,18,003,Allen County,POINT (-84.948212 41.171532),65445
274,Marshall,Indiana,18,099,Marshall County,POINT (-86.187775 41.200104),64348
275,Marshall,Indiana,18,099,Marshall County,POINT (-86.142303 41.476658),68122
276,Marshall,Indiana,18,099,Marshall County,POINT (-86.215271 41.183929),64160
277,Thomas,Nebraska,31,171,Thomas County,POINT (-100.804443 41.823452),68002
278,Thomas,Nebraska,31,171,Thomas County,POINT (-100.707764 41.864975),68582
279,Thomas,Nebraska,31,171,Thomas County,POINT (-100.529114 41.816807),67700
280,Sioux,North Dakota,38,085,Sioux County,POINT (-101.515991 46.006466),111777
281,Sioux,North Dakota,38,085,Sioux County,POINT (-101.489227 46.00774),111778
282,Sioux,North Dakota,38,085,Sioux County,POINT (-101.487366 45.989155),111703
283,Dimmit,Texas,48,127,Dimmit County,POINT (-99.457275 28.291744),2475
284,Dimmit,Texas,48,127,Dimmit County,POINT (-99.43615699999999 28.274689),2459
285,Dimmit,Texas,48,127,Dimmit County,POINT (-99.455505 28.256084),2443
286,Fillmore,Minnesota,27,045,Fillmore County,POINT (-92.432312 43.696754),90530
287,Fillmore,Minnesota,27,045,Fillmore County,POINT (-92.027191 43.589748),89340
288,Fillmore,Minnesota,27,045,Fillmore County,POINT (-92.0672 43.758942),91275
289,Chester,South Carolina,45,023,Chester County,POINT (-81.30023199999999 34.794304),22700
290,Lac qui Parle,Minnesota,27,073,Lac qui Parle County,POINT (-95.986847 44.964756),104981
291,Lac qui Parle,Minnesota,27,073,Lac qui Parle County,POINT (-96.013184 45.002018),105265
292,Lac qui Parle,Minnesota,27,073,Lac qui Parle County,POINT (-96.013184 45.020641),105407
293,Cache,Utah,49,005,Cache County,POINT (-111.77713 41.532772),76864
294,Cache,Utah,49,005,Cache County,POINT (-111.469452 41.710827),78560
295,Cache,Utah,49,005,Cache County,POINT (-111.689423 41.583736),77306
296,Pierce,Wisconsin,55,093,Pierce County,POINT (-92.675873 44.841324),104274
297,Pierce,Wisconsin,55,093,Pierce County,POINT (-92.262146 44.735149),103358
298,Pierce,Wisconsin,55,093,Pierce County,POINT (-92.31210299999999 44.774086),103775
299,Charlton,Georgia,13,049,Charlton County,POINT (-82.107727 30.410995),8921
300,Polk,Georgia,13,233,Polk County,POINT (-85.033203 33.95826),14956
301,McLean,Illinois,17,113,McLean County,POINT (-88.99173 40.359875),52379
302,McLean,Illinois,17,113,McLean County,POINT (-89.04547100000001 40.531063),53968
303,McLean,Illinois,17,113,McLean County,POINT (-88.62323000000001 40.576797),54757
304,Androscoggin,Maine,23,001,Androscoggin County,POINT (-70.244202 44.434887),117079
305,Kootenai,Idaho,16,055,Kootenai County,POINT (-116.502716 47.522526),124571
306,Kootenai,Idaho,16,055,Kootenai County,POINT (-116.576904 47.932873),125510
307,Kootenai,Idaho,16,055,Kootenai County,POINT (-116.61084 47.94614),125538
308,Clark,Nevada,32,003,Clark County,POINT (-115.763611 36.507957),40096
309,Clark,Nevada,32,003,Clark County,POINT (-114.781204 35.190243),30045
310,Clark,Nevada,32,003,Clark County,POINT (-115.016205 35.672569),33980
311,Phillips,Kansas,20,147,Phillips County,POINT (-99.205139 39.950729),48096
312,Phillips,Kansas,20,147,Phillips County,POINT (-99.08523599999999 39.972885),48229
313,Phillips,Kansas,20,147,Phillips County,POINT (-99.15585299999999 39.933666),47970
314,Holt,Nebraska,31,089,Holt County,POINT (-98.798492 42.713215),77629
315,Holt,Nebraska,31,089,Holt County,POINT (-98.88784800000001 42.468895),74998
316,Holt,Nebraska,31,089,Holt County,POINT (-98.74786400000001 42.714497),77631
317,Johnson,Missouri,29,101,Johnson County,POINT (-93.591492 38.767822),41796
318,Johnson,Missouri,29,101,Johnson County,POINT (-93.59079 38.786301),41906
319,Johnson,Missouri,29,101,Johnson County,POINT (-93.567078 38.785744),41907
320,La Crosse,Wisconsin,55,063,La Crosse County,POINT (-90.927002 43.805843),92205
321,La Crosse,Wisconsin,55,063,La Crosse County,POINT (-91.13458300000001 43.796494),91999
322,La Crosse,Wisconsin,55,063,La Crosse County,POINT (-91.009064 43.753601),91622
323,Caldwell,Louisiana,22,021,Caldwell Parish,POINT (-91.957336 32.161137),9812
324,Edmonson,Kentucky,21,061,Edmonson County,POINT (-86.15881299999999 37.298897),36543
325,Bond,Illinois,17,005,Bond County,POINT (-89.454285 39.013912),43799
326,Brown,Illinois,17,009,Brown County,POINT (-90.80954 39.94511),48589
327,Brown,Illinois,17,009,Brown County,POINT (-90.89682000000001 40.060894),49249
328,Brown,Illinois,17,009,Brown County,POINT (-90.895264 40.079395),49395
329,McLeod,Minnesota,27,085,McLeod County,POINT (-94.044128 44.798794),103558
330,McLeod,Minnesota,27,085,McLeod County,POINT (-94.046082 44.742928),102935
331,McLeod,Minnesota,27,085,McLeod County,POINT (-94.017883 44.798332),103559
332,Dunn,Wisconsin,55,033,Dunn County,POINT (-91.746521 44.959351),105551
333,Dunn,Wisconsin,55,033,Dunn County,POINT (-91.691132 44.994564),105805
334,Dunn,Wisconsin,55,033,Dunn County,POINT (-91.66625999999999 44.974953),105675
335,Custer,Colorado,08,027,Custer County,POINT (-105.467194 38.078384),40350
336,Custer,Colorado,08,027,Custer County,POINT (-105.378082 37.956501),39785
337,Custer,Colorado,08,027,Custer County,POINT (-105.559448 38.218567),41043
