,NAME,STATE,STATEFP,COUNTYFP,NAMELSAD,POINT,SITE
0,Cuming,Nebraska,31,039,Cuming County,POINT (-96.985748 41.851967),66913
1,Wahkiakum,Washington,53,069,Wahkiakum County,POINT (-123.463028 46.366371),125299
2,De Baca,New Mexico,35,011,De Baca County,POINT (-104.26712 34.540672),16227
3,De Baca,New Mexico,35,011,De Baca County,POINT (-104.245026 34.542561),16228
4,De Baca,New Mexico,35,011,De Baca County,POINT (-104.222931 34.544441),16229
5,Lancaster,Nebraska,31,109,Lancaster County,POINT (-96.7229 40.75803),53954
6,Lancaster,Nebraska,31,109,Lancaster County,POINT (-96.723145 40.7766),54135
7,Lancaster,Nebraska,31,109,Lancaster County,POINT (-96.575378 40.703255),53444
8,Nuckolls,Nebraska,31,129,Nuckolls County,POINT (-98.26370199999999 40.012466),48360
9,Nuckolls,Nebraska,31,129,Nuckolls County,POINT (-98.239502 40.012989),48361
10,Nuckolls,Nebraska,31,129,Nuckolls County,POINT (-98.215332 40.013504),48362
11,Minnehaha,South Dakota,46,099,Minnehaha County,POINT (-96.475037 43.529781),87393
12,Minnehaha,South Dakota,46,099,Minnehaha County,POINT (-96.475159 43.548397),87651
13,Minnehaha,South Dakota,46,099,Minnehaha County,POINT (-96.475342 43.567009),87915
14,Menard,Texas,48,327,Menard County,POINT (-99.831238 31.082081),8452
15,Sierra,California,06,091,Sierra County,POINT (-120.007294 39.600407),73486
16,Sierra,California,06,091,Sierra County,POINT (-120.014404 39.618107),73681
17,Sierra,California,06,091,Sierra County,POINT (-120.0215 39.635803),73852
18,Clinton,Kentucky,21,053,Clinton County,POINT (-85.043762 36.71804),32677
19,Hancock,Ohio,39,063,Hancock County,POINT (-83.46530199999999 40.986912),65213
20,Hancock,Ohio,39,063,Hancock County,POINT (-83.46148700000001 41.005257),65464
21,Hancock,Ohio,39,063,Hancock County,POINT (-83.453796 41.041943),65994
22,Hale,Texas,48,189,Hale County,POINT (-101.858307 34.037491),13910
23,Hale,Texas,48,189,Hale County,POINT (-101.836304 34.038818),13911
24,Hale,Texas,48,189,Hale County,POINT (-101.814331 34.04015),13912
25,Clay,Alabama,01,027,Clay County,POINT (-86.003204 33.273392),12839
26,Armstrong,Texas,48,011,Armstrong County,POINT (-101.520142 34.754108),16335
27,Armstrong,Texas,48,011,Armstrong County,POINT (-101.499451 34.773636),16426
28,Armstrong,Texas,48,011,Armstrong County,POINT (-101.500977 34.791904),16525
29,Allen,Ohio,39,003,Allen County,POINT (-84.06622299999999 40.7188),61298
30,Allen,Ohio,39,003,Allen County,POINT (-84.04199199999999 40.716038),61299
31,Allen,Ohio,39,003,Allen County,POINT (-84.086792 40.739922),61507
32,McDuffie,Georgia,13,189,McDuffie County,POINT (-82.329285 33.350677),14292
33,Sauk,Wisconsin,55,111,Sauk County,POINT (-89.85839799999999 43.396961),88003
34,Sauk,Wisconsin,55,111,Sauk County,POINT (-89.75625599999999 43.391209),88004
35,Sauk,Wisconsin,55,111,Sauk County,POINT (-89.73071299999999 43.389759),88005
36,Stone,Arkansas,05,137,Stone County,POINT (-92.38385 35.853294),22802
37,Stone,Arkansas,05,137,Stone County,POINT (-92.361237 35.852467),22803
38,Stone,Arkansas,05,137,Stone County,POINT (-92.40548699999999 35.872478),22911
39,Wallowa,Oregon,41,063,Wallowa County,POINT (-117.186127 45.952145),119256
40,Wallowa,Oregon,41,063,Wallowa County,POINT (-117.712494 45.948273),119626
41,Wallowa,Oregon,41,063,Wallowa County,POINT (-117.686676 45.953262),119627
42,Beaver,Pennsylvania,42,007,Beaver County,POINT (-80.500305 40.570904),64971
43,Jasper,Mississippi,28,061,Jasper County,POINT (-89.161804 32.182022),10298
44,Henry,Missouri,29,083,Henry County,POINT (-93.93335 38.479279),40279
45,Henry,Missouri,29,083,Henry County,POINT (-93.909729 38.478802),40280
46,Henry,Missouri,29,083,Henry County,POINT (-93.88610799999999 38.478306),40281
47,Saguache,Colorado,08,109,Saguache County,POINT (-106.531189 37.935913),40186
48,Saguache,Colorado,08,109,Saguache County,POINT (-106.252533 37.964584),40187
49,Saguache,Colorado,08,109,Saguache County,POINT (-106.487823 37.959053),40259
50,Chatham,North Carolina,37,037,Chatham County,POINT (-79.52773999999999 35.780228),31555
51,Rich,Utah,49,033,Rich County,POINT (-111.099091 41.650719),77082
52,Rich,Utah,49,033,Rich County,POINT (-111.430115 41.75444),79006
53,Rich,Utah,49,033,Rich County,POINT (-111.366241 41.801586),79424
54,Adair,Oklahoma,40,001,Adair County,POINT (-94.49490400000001 35.761044),22041
55,Adair,Oklahoma,40,001,Adair County,POINT (-94.517517 35.761391),22040
56,Lake,Ohio,39,085,Lake County,POINT (-81.44607499999999 41.5947),75868
57,Lake,Ohio,39,085,Lake County,POINT (-81.44158899999999 41.612984),76047
58,Lake,,39,085,Lake County,POINT (-81.278503 41.760567),78007
59,Hamilton,Tennessee,47,065,Hamilton County,POINT (-85.147217 35.430843),23386
60,Otero,New Mexico,35,035,Otero County,POINT (-105.11026 32.409851),11020
61,Otero,New Mexico,35,035,Otero County,POINT (-105.088867 32.411903),11021
62,Otero,New Mexico,35,035,Otero County,POINT (-105.134079 32.425827),11052
63,Catron,New Mexico,35,003,Catron County,POINT (-108.031693 33.332317),13431
64,Catron,New Mexico,35,003,Catron County,POINT (-108.056534 33.347607),13498
65,Catron,New Mexico,35,003,Catron County,POINT (-108.08139 33.362892),13555
66,Marengo,Alabama,01,091,Marengo County,POINT (-87.53845200000001 32.415348),10967
67,Lincoln,Wyoming,56,023,Lincoln County,POINT (-110.883698 41.700108),77307
68,Lincoln,Wyoming,56,023,Lincoln County,POINT (-110.79657 41.655586),76656
69,Lincoln,Wyoming,56,023,Lincoln County,POINT (-110.850052 41.667007),76865
70,Barton,Missouri,29,011,Barton County,POINT (-94.358948 37.563324),34790
71,Barton,Missouri,29,011,Barton County,POINT (-94.335663 37.562935),34791
72,Barton,Missouri,29,011,Barton County,POINT (-94.312378 37.562553),34792
73,Calhoun,,48,057,Calhoun County,POINT (-96.73831199999999 28.140327),2277
74,Calhoun,,48,057,Calhoun County,POINT (-96.699799 28.336918),2465
75,Calhoun,,48,057,Calhoun County,POINT (-96.67950399999999 28.337074),2466
76,Pocahontas,West Virginia,54,075,Pocahontas County,POINT (-80.119873 38.246777),45074
77,Pocahontas,West Virginia,54,075,Pocahontas County,POINT (-80.138306 38.268536),45160
78,Pocahontas,West Virginia,54,075,Pocahontas County,POINT (-80.115234 38.264893),45161
79,Clay,Texas,48,077,Clay County,POINT (-98.37228399999999 34.09457),13593
80,Clay,Texas,48,077,Clay County,POINT (-98.10760500000001 34.1007),13594
81,Clay,Texas,48,077,Clay County,POINT (-98.10818500000001 34.11898),13661
82,Keith,Nebraska,31,101,Keith County,POINT (-101.282715 41.298172),61645
83,Keith,Nebraska,31,101,Keith County,POINT (-101.289246 41.372318),62631
84,Keith,Nebraska,31,101,Keith County,POINT (-101.340302 41.388386),62879
85,Phelps,Nebraska,31,137,Phelps County,POINT (-99.32489 40.373878),50701
86,Phelps,Nebraska,31,137,Phelps County,POINT (-99.30053700000001 40.374649),50702
87,Phelps,Nebraska,31,137,Phelps County,POINT (-99.35021999999999 40.391647),50845
88,Calcasieu,Louisiana,22,019,Calcasieu Parish,POINT (-93.681335 30.067326),6224
89,Calcasieu,Louisiana,22,019,Calcasieu Parish,POINT (-93.701508 30.085838),6274
90,Calcasieu,Louisiana,22,019,Calcasieu Parish,POINT (-93.680725 30.085312),6275
91,Union,Louisiana,22,111,Union Parish,POINT (-92.113647 32.80439),11121
92,Sequoyah,Oklahoma,40,135,Sequoyah County,POINT (-94.74664300000001 35.617649),21436
93,DeKalb,Alabama,01,049,DeKalb County,POINT (-85.648743 34.708946),18743
94,Steuben,New York,36,101,Steuben County,POINT (-77.63256800000001 42.103863),89409
95,Steuben,New York,36,101,Steuben County,POINT (-77.608154 42.099632),89410
96,Steuben,New York,36,101,Steuben County,POINT (-77.583771 42.095398),89411
97,Forest,Pennsylvania,42,053,Forest County,POINT (-79.156616 41.538673),79172
98,Tangipahoa,Louisiana,22,105,Tangipahoa Parish,POINT (-90.393433 30.305161),7239
99,Tangipahoa,Louisiana,22,105,Tangipahoa Parish,POINT (-90.287903 30.316772),7264
100,Stafford,Virginia,51,179,Stafford County,POINT (-77.49353000000001 38.573734),49645
101,Menominee,,26,109,Menominee County,POINT (-87.579224 45.099567),107908
102,Menominee,,26,109,Menominee County,POINT (-87.375702 45.21537),108583
103,Menominee,,26,109,Menominee County,POINT (-87.346558 45.231888),108699
104,Jasper,Indiana,18,073,Jasper County,POINT (-87.24743700000001 40.751148),57992
105,Jasper,Indiana,18,073,Jasper County,POINT (-87.22305299999999 40.749119),57993
106,Jasper,Indiana,18,073,Jasper County,POINT (-87.1987 40.747089),57994
107,Brantley,Georgia,13,025,Brantley County,POINT (-82.24597199999999 31.201275),9757
108,Lamar,Georgia,13,171,Lamar County,POINT (-84.197754 33.158432),13050
109,Steuben,Indiana,18,151,Steuben County,POINT (-85.181793 41.533157),70199
110,Steuben,Indiana,18,151,Steuben County,POINT (-85.157196 41.530651),70200
111,Steuben,Indiana,18,151,Steuben County,POINT (-85.178436 41.551567),70472
112,Orange,Texas,48,361,Orange County,POINT (-93.786987 30.015923),6076
113,Fayette,Ohio,39,047,Fayette County,POINT (-83.573578 39.385437),48875
114,Fayette,Ohio,39,047,Fayette County,POINT (-83.549896 39.382561),48876
115,Fayette,Ohio,39,047,Fayette County,POINT (-83.569855 39.403732),48995
116,Hampshire,Massachusetts,25,015,Hampshire County,POINT (-72.636475 42.271683),103237
117,Hampshire,Massachusetts,25,015,Hampshire County,POINT (-72.79321299999999 42.403431),104172
118,Hampshire,Massachusetts,25,015,Hampshire County,POINT (-72.786011 42.421257),104338
119,Allen,Kentucky,21,003,Allen County,POINT (-86.243347 36.75024),32047
120,Alamance,North Carolina,37,001,Alamance County,POINT (-79.50726299999999 36.039524),33322
121,Greenwood,Kansas,20,073,Greenwood County,POINT (-96.363708 38.074459),38326
122,Greenwood,Kansas,20,073,Greenwood County,POINT (-96.34023999999999 38.074547),38327
123,Greenwood,Kansas,20,073,Greenwood County,POINT (-96.340332 38.09301),38423
124,Suffolk,,25,025,Suffolk County,POINT (-71.01532 42.307243),106451
125,Suffolk,,25,025,Suffolk County,POINT (-71.023804 42.348358),106714
126,Suffolk,,25,025,Suffolk County,POINT (-71.00836200000001 42.383759),106985
127,Jefferson,Idaho,16,051,Jefferson County,POINT (-112.48735 43.628284),103870
128,Gonzales,Texas,48,177,Gonzales County,POINT (-97.227051 29.495079),4852
129,Marion,Tennessee,47,115,Marion County,POINT (-85.53671300000001 35.269802),22258
130,Alpena,,26,007,Alpena County,POINT (-83.436829 45.052288),109926
131,Alpena,,26,007,Alpena County,POINT (-83.111816 45.07209),110198
132,Alpena,,26,007,Alpena County,POINT (-83.15548699999999 45.11483),110423
133,Wayne,Kentucky,21,231,Wayne County,POINT (-84.96539300000001 36.635017),32162
134,Fannin,Texas,48,147,Fannin County,POINT (-96.360535 33.44762),12303
135,Doniphan,Kansas,20,043,Doniphan County,POINT (-95.313568 39.701054),46176
136,Doniphan,Kansas,20,043,Doniphan County,POINT (-95.287323 39.88623),47269
137,Doniphan,Kansas,20,043,Doniphan County,POINT (-95.263184 39.886063),47270
138,Kerr,Texas,48,265,Kerr County,POINT (-99.184662 29.897549),5804
139,Kerr,Texas,48,265,Kerr County,POINT (-99.16394 29.898258),5805
140,Kerr,Texas,48,265,Kerr County,POINT (-99.143219 29.898968),5806
141,Hernando,Florida,12,053,Hernando County,POINT (-82.664062 28.436996),4654
142,Wakulla,,12,129,Wakulla County,POINT (-84.284943 30.057705),7857
143,Wakulla,Florida,12,129,Wakulla County,POINT (-84.379272 29.996941),7763
144,Walton,,12,131,Walton County,POINT (-86.147339 30.384792),7968
145,Chickasaw,Mississippi,28,017,Chickasaw County,POINT (-88.72457900000001 33.849228),13605
146,Clare,Michigan,26,035,Clare County,POINT (-85.031982 43.846359),98542
147,Republic,Kansas,20,157,Republic County,POINT (-97.411011 39.78643),46645
148,Republic,Kansas,20,157,Republic County,POINT (-97.556641 39.821438),46878
149,Republic,Kansas,20,157,Republic County,POINT (-97.605377 39.83923),46987
150,Volusia,Florida,12,127,Volusia County,POINT (-80.887726 28.9203),6491
151,Canadian,Oklahoma,40,017,Canadian County,POINT (-97.991028 35.366871),19637
152,Canadian,Oklahoma,40,017,Canadian County,POINT (-98.061401 35.457188),20370
153,Canadian,Oklahoma,40,017,Canadian County,POINT (-98.03887899999999 35.457657),20371
154,Floyd,Georgia,13,115,Floyd County,POINT (-85.38678 34.108601),15315
155,Churchill,Nevada,32,001,Churchill County,POINT (-117.709381 39.483326),65256
156,Churchill,Nevada,32,001,Churchill County,POINT (-117.715805 39.501175),65500
157,Churchill,Nevada,32,001,Churchill County,POINT (-117.692673 39.506134),65501
158,Webster,Nebraska,31,181,Webster County,POINT (-98.506409 40.025478),48469
159,Hancock,Illinois,17,067,Hancock County,POINT (-91.363708 40.305576),50615
160,Hancock,Illinois,17,067,Hancock County,POINT (-91.33944700000001 40.304497),50616
161,Hancock,Illinois,17,067,Hancock County,POINT (-91.315155 40.303417),50617
162,Hutchinson,South Dakota,46,067,Hutchinson County,POINT (-98.05471799999999 43.176521),82715
163,Hutchinson,South Dakota,46,067,Hutchinson County,POINT (-98.029205 43.176998),82716
164,Hutchinson,South Dakota,46,067,Hutchinson County,POINT (-98.00366200000001 43.177467),82717
165,Crook,Oregon,41,013,Crook County,POINT (-120.830414 44.024628),114275
166,Crook,Oregon,41,013,Crook County,POINT (-120.805756 44.030312),114276
167,Crook,Oregon,41,013,Crook County,POINT (-120.887665 44.030987),114366
168,Franklin,Vermont,50,011,Franklin County,POINT (-73.035248 44.824306),115984
169,Franklin,Vermont,50,011,Franklin County,POINT (-72.718262 44.796364),116137
170,Franklin,Vermont,50,011,Franklin County,POINT (-72.710724 44.814201),116222
171,Marquette,,26,103,Marquette County,POINT (-87.72241200000001 46.833145),115889
172,Marquette,,26,103,Marquette County,POINT (-87.22689800000001 47.190372),117545
173,Marquette,Michigan,26,103,Marquette County,POINT (-87.97467 46.420204),113958
174,Middlesex,Connecticut,09,007,Middlesex County,POINT (-72.402405 41.306458),92090
175,Middlesex,Connecticut,09,007,Middlesex County,POINT (-72.736542 41.440201),92665
176,Middlesex,Connecticut,09,007,Middlesex County,POINT (-72.712799 41.434883),92666
177,Davidson,North Carolina,37,057,Davidson County,POINT (-80.136047 35.75005),30527
178,Clay,Illinois,17,025,Clay County,POINT (-88.63067599999999 38.90239),43546
179,Knox,Missouri,29,103,Knox County,POINT (-92.255493 40.062683),48851
180,Livingston,Missouri,29,117,Livingston County,POINT (-93.599091 39.805397),46884
181,Livingston,Missouri,29,117,Livingston County,POINT (-93.48382599999999 39.672901),46182
182,Livingston,Missouri,29,117,Livingston County,POINT (-93.455933 39.764915),46650
183,Tioga,Pennsylvania,42,117,Tioga County,POINT (-77.603455 41.869694),86237
184,Tioga,Pennsylvania,42,117,Tioga County,POINT (-77.59777800000001 41.887794),86509
185,Tioga,Pennsylvania,42,117,Tioga County,POINT (-77.592072 41.905899),86786
186,Dakota,Nebraska,31,043,Dakota County,POINT (-96.717285 42.356129),73603
187,Dakota,Nebraska,31,043,Dakota County,POINT (-96.666962 42.356453),73604
188,Dakota,Nebraska,31,043,Dakota County,POINT (-96.641785 42.356602),73605
189,Leelanau,Michigan,26,089,Leelanau County,POINT (-86.04067999999999 44.786507),106840
190,Leelanau,Michigan,26,089,Leelanau County,POINT (-85.985321 44.800354),106974
191,Leelanau,Michigan,26,089,Leelanau County,POINT (-85.95929 44.798031),106975
192,Surry,Virginia,51,181,Surry County,POINT (-76.689026 37.110607),42611
193,Refugio,,48,391,Refugio County,POINT (-97.202881 28.099678),2240
194,Refugio,Texas,48,391,Refugio County,POINT (-97.082977 28.190384),2355
195,Refugio,Texas,48,391,Refugio County,POINT (-97.10348500000001 28.207985),2366
196,Butler,Ohio,39,017,Butler County,POINT (-84.780396 39.542744),48990
197,Butler,Ohio,39,017,Butler County,POINT (-84.654663 39.566414),49270
198,Butler,Ohio,39,017,Butler County,POINT (-84.63088999999999 39.563797),49271
199,Terrell,Georgia,13,273,Terrell County,POINT (-84.35443100000001 31.763878),10418
200,Clayton,Georgia,13,063,Clayton County,POINT (-84.297729 33.465542),13808
201,Fremont,Wyoming,56,013,Fremont County,POINT (-108.709717 42.283276),80586
202,Fremont,Wyoming,56,013,Fremont County,POINT (-108.684891 42.286221),80587
203,Fremont,Wyoming,56,013,Fremont County,POINT (-108.937042 42.274952),80791
204,Ohio,Indiana,18,115,Ohio County,POINT (-85.10861199999999 38.923817),45159
205,Columbia,Georgia,13,073,Columbia County,POINT (-82.300354 33.383499),14407
206,Sedgwick,Colorado,08,115,Sedgwick County,POINT (-102.365479 40.754562),55941
207,Sedgwick,Colorado,08,115,Sedgwick County,POINT (-102.640198 40.793499),56607
208,Musselshell,Montana,30,065,Musselshell County,POINT (-108.704834 46.149448),114634
209,Musselshell,Montana,30,065,Musselshell County,POINT (-108.651718 46.155323),114635
210,Musselshell,Montana,30,065,Musselshell County,POINT (-108.504868 46.228004),114836
211,Dauphin,Pennsylvania,42,043,Dauphin County,POINT (-76.759491 40.53355),72854
212,Moody,South Dakota,46,101,Moody County,POINT (-96.478241 43.920765),92145
213,Moody,South Dakota,46,101,Moody County,POINT (-96.868774 44.104614),94496
214,Putnam,West Virginia,54,079,Putnam County,POINT (-81.773132 38.662479),45951
215,Sussex,New Jersey,34,037,Sussex County,POINT (-74.45929 41.174179),84864
216,Sussex,New Jersey,34,037,Sussex County,POINT (-74.42892500000001 41.187149),85141
217,Sussex,New Jersey,34,037,Sussex County,POINT (-74.422363 41.205048),85412
218,Decatur,Kansas,20,039,Decatur County,POINT (-100.721863 39.837387),47685
219,Perry,Indiana,18,123,Perry County,POINT (-86.63696299999999 38.01368),40071
220,Union,Mississippi,28,145,Union County,POINT (-88.820984 34.590603),16096
221,Boyd,Nebraska,31,015,Boyd County,POINT (-98.632172 42.959373),80334
222,Boyd,Nebraska,31,015,Boyd County,POINT (-98.68383799999999 42.976734),80505
223,Boyd,Nebraska,31,015,Boyd County,POINT (-98.710114 42.994709),80694
224,Mille Lacs,Minnesota,27,095,Mille Lacs County,POINT (-93.724182 45.575497),108947
225,Mille Lacs,Minnesota,27,095,Mille Lacs County,POINT (-93.785583 46.042614),111491
226,Mille Lacs,Minnesota,27,095,Mille Lacs County,POINT (-93.80725099999999 46.173477),111927
227,Walsh,North Dakota,38,099,Walsh County,POINT (-98.00250200000001 48.356251),121460
228,Walsh,North Dakota,38,099,Walsh County,POINT (-97.415497 48.401802),121611
229,Morgan,Ohio,39,115,Morgan County,POINT (-81.993713 39.708397),52987
230,Portage,Ohio,39,133,Portage County,POINT (-81.385895 41.019714),69466
231,Portage,Ohio,39,133,Portage County,POINT (-81.361694 41.01635),69467
232,Portage,Ohio,39,133,Portage County,POINT (-81.381439 41.037991),69710
233,Uinta,Wyoming,56,041,Uinta County,POINT (-110.049683 41.172173),70294
234,Uinta,Wyoming,56,041,Uinta County,POINT (-110.078278 41.187214),70565
235,Uinta,Wyoming,56,041,Uinta County,POINT (-110.053986 41.190456),70566
236,Humboldt,Nevada,32,013,Humboldt County,POINT (-117.389908 41.744728),91539
237,Humboldt,Nevada,32,013,Humboldt County,POINT (-117.365875 41.74963),91540
238,Humboldt,Nevada,32,013,Humboldt County,POINT (-117.341843 41.754532),91541
239,Jim Hogg,Texas,48,247,Jim Hogg County,POINT (-98.85891700000001 27.048206),1300
240,Jim Hogg,Texas,48,247,Jim Hogg County,POINT (-98.83902 27.048847),1301
241,Jim Hogg,Texas,48,247,Jim Hogg County,POINT (-98.819092 27.049461),1302
242,Cheyenne,Colorado,08,017,Cheyenne County,POINT (-102.565552 38.975513),43606
243,Cheyenne,Colorado,08,017,Cheyenne County,POINT (-103.074005 39.034641),44078
244,Cheyenne,Colorado,08,017,Cheyenne County,POINT (-103.050293 39.036282),44079
245,Clackamas,Oregon,41,005,Clackamas County,POINT (-122.497223 45.003853),119950
246,Clackamas,Oregon,41,005,Clackamas County,POINT (-122.489426 45.045147),120086
247,Clackamas,Oregon,41,005,Clackamas County,POINT (-122.497986 45.062759),120157
248,Polk,Arkansas,05,113,Polk County,POINT (-94.29657 34.69408),15388
249,Benton,Indiana,18,007,Benton County,POINT (-87.355408 40.68539),57175
250,Benton,Indiana,18,007,Benton County,POINT (-87.331085 40.683388),57176
251,Benton,Indiana,18,007,Benton County,POINT (-87.306763 40.681381),57177
252,Morgan,Tennessee,47,129,Morgan County,POINT (-84.7052 36.011242),27359
253,Morgan,Tennessee,47,129,Morgan County,POINT (-84.505798 36.09956),28383
254,Morgan,Tennessee,47,129,Morgan County,POINT (-84.483276 36.096924),28384
255,Douglas,South Dakota,46,043,Douglas County,POINT (-98.245453 43.489342),87158
256,Worcester,,24,047,Worcester County,POINT (-75.216553 38.241283),50323
257,Worcester,,24,047,Worcester County,POINT (-75.09979199999999 38.369881),51507
258,Worcester,,24,047,Worcester County,POINT (-75.09371899999999 38.387741),51693
259,Wabash,Illinois,17,185,Wabash County,POINT (-87.67691000000001 38.531857),42201
260,Huntington,Indiana,18,069,Huntington County,POINT (-85.33669999999999 40.668167),59072
261,Huntington,Indiana,18,069,Huntington County,POINT (-85.372253 40.746674),59959
262,Huntington,Indiana,18,069,Huntington County,POINT (-85.607788 40.957455),62208
263,Scott,Kentucky,21,209,Scott County,POINT (-84.63104199999999 38.12476),41605
264,Scott,Kentucky,21,209,Scott County,POINT (-84.65100099999999 38.145664),41701
265,Scott,Kentucky,21,209,Scott County,POINT (-84.627747 38.143047),41702
266,Decatur,Iowa,19,053,Decatur County,POINT (-93.77731300000001 40.8857),55562
267,Decatur,Iowa,19,053,Decatur County,POINT (-93.557129 40.862282),55352
268,Wabash,Indiana,18,169,Wabash County,POINT (-85.653381 40.980659),62465
269,Wabash,Indiana,18,169,Wabash County,POINT (-85.65020800000001 40.999081),62737
270,Wabash,Indiana,18,169,Wabash County,POINT (-85.676422 40.702118),59071
271,Allen,Indiana,18,003,Allen County,POINT (-85.201447 41.010284),63398
272,Allen,Indiana,18,003,Allen County,POINT (-84.83590700000001 40.972206),63399
273,Allen,Indiana,18,003,Allen County,POINT (-84.811554 40.96962),63400
274,Marshall,Indiana,18,099,Marshall County,POINT (-86.123779 41.437496),67543
275,Marshall,Indiana,18,099,Marshall County,POINT (-86.09921300000001 41.435207),67544
276,Marshall,Indiana,18,099,Marshall County,POINT (-86.120728 41.455929),67835
277,Thomas,Nebraska,31,171,Thomas County,POINT (-100.775085 41.768898),67141
278,Thomas,Nebraska,31,171,Thomas County,POINT (-100.776581 41.787453),67417
279,Thomas,Nebraska,31,171,Thomas County,POINT (-100.778076 41.806007),67699
280,Sioux,North Dakota,38,085,Sioux County,POINT (-101.487366 45.989155),111703
281,Sioux,North Dakota,38,085,Sioux County,POINT (-101.515991 46.006466),111777
282,Sioux,North Dakota,38,085,Sioux County,POINT (-101.489227 46.00774),111778
283,Dimmit,Texas,48,127,Dimmit County,POINT (-99.55493199999999 28.216522),2414
284,Dimmit,Texas,48,127,Dimmit County,POINT (-99.455505 28.256084),2443
285,Dimmit,Texas,48,127,Dimmit County,POINT (-99.45639 28.273918),2458
286,Fillmore,Minnesota,27,045,Fillmore County,POINT (-92.426575 43.789753),91439
287,Fillmore,Minnesota,27,045,Fillmore County,POINT (-92.400818 43.788921),91440
288,Fillmore,Minnesota,27,045,Fillmore County,POINT (-92.34927399999999 43.787228),91441
289,Chester,South Carolina,45,023,Chester County,POINT (-81.30023199999999 34.794304),22700
290,Lac qui Parle,Minnesota,27,073,Lac qui Parle County,POINT (-96.433258 44.814915),103546
291,Lac qui Parle,Minnesota,27,073,Lac qui Parle County,POINT (-96.43341100000001 44.833534),103753
292,Lac qui Parle,Minnesota,27,073,Lac qui Parle County,POINT (-96.433533 44.852161),103936
293,Cache,Utah,49,005,Cache County,POINT (-111.77713 41.532772),76864
294,Cache,Utah,49,005,Cache County,POINT (-111.689423 41.583736),77306
295,Cache,Utah,49,005,Cache County,POINT (-111.469452 41.710827),78560
296,Pierce,Wisconsin,55,093,Pierce County,POINT (-92.23593099999999 44.73428),103359
297,Pierce,Wisconsin,55,093,Pierce County,POINT (-92.522949 44.762142),103568
298,Pierce,Wisconsin,55,093,Pierce County,POINT (-92.496765 44.761333),103569
299,Charlton,Georgia,13,049,Charlton County,POINT (-82.107727 30.410995),8921
300,Polk,Georgia,13,233,Polk County,POINT (-85.033203 33.95826),14956
301,McLean,Illinois,17,113,McLean County,POINT (-88.82666 40.51635),53975
302,McLean,Illinois,17,113,McLean County,POINT (-88.82446299999999 40.534832),54164
303,McLean,Illinois,17,113,McLean County,POINT (-88.80014 40.533169),54165
304,Androscoggin,Maine,23,001,Androscoggin County,POINT (-70.244202 44.434887),117079
305,Kootenai,Idaho,16,055,Kootenai County,POINT (-116.847336 47.383942),124415
306,Kootenai,Idaho,16,055,Kootenai County,POINT (-116.415726 47.518635),124523
307,Kootenai,Idaho,16,055,Kootenai County,POINT (-116.389038 47.523323),124524
308,Clark,Nevada,32,003,Clark County,POINT (-114.431671 36.465324),38786
309,Clark,Nevada,32,003,Clark County,POINT (-114.459183 36.479042),38888
310,Clark,Nevada,32,003,Clark County,POINT (-114.436905 36.483242),38889
311,Phillips,Kansas,20,147,Phillips County,POINT (-99.15490699999999 39.915154),47828
312,Phillips,Kansas,20,147,Phillips County,POINT (-99.130737 39.915871),47829
313,Phillips,Kansas,20,147,Phillips County,POINT (-99.252472 39.930702),47968
314,Holt,Nebraska,31,089,Holt County,POINT (-98.913025 42.468216),74997
315,Holt,Nebraska,31,089,Holt County,POINT (-98.88784800000001 42.468895),74998
316,Holt,Nebraska,31,089,Holt County,POINT (-98.86264 42.469559),74999
317,Johnson,Missouri,29,101,Johnson County,POINT (-94.109955 38.889709),42377
318,Johnson,Missouri,29,101,Johnson County,POINT (-93.567078 38.785744),41907
319,Johnson,Missouri,29,101,Johnson County,POINT (-93.591492 38.767822),41796
320,La Crosse,Wisconsin,55,063,La Crosse County,POINT (-91.190735 43.742992),91453
321,La Crosse,Wisconsin,55,063,La Crosse County,POINT (-91.165009 43.741871),91454
322,La Crosse,Wisconsin,55,063,La Crosse County,POINT (-91.13928199999999 43.740742),91455
323,Caldwell,Louisiana,22,021,Caldwell Parish,POINT (-91.957336 32.161137),9812
324,Edmonson,Kentucky,21,061,Edmonson County,POINT (-86.15881299999999 37.298897),36543
325,Bond,Illinois,17,005,Bond County,POINT (-89.454285 39.013912),43799
326,Brown,Illinois,17,009,Brown County,POINT (-90.90759300000001 39.93137),48491
327,Brown,Illinois,17,009,Brown County,POINT (-90.883484 39.930191),48492
328,Brown,Illinois,17,009,Brown County,POINT (-90.85934399999999 39.929005),48493
329,McLeod,Minnesota,27,085,McLeod County,POINT (-94.38848900000001 44.692451),102357
330,McLeod,Minnesota,27,085,McLeod County,POINT (-94.02050800000001 44.72385),102738
331,McLeod,Minnesota,27,085,McLeod County,POINT (-94.046082 44.742928),102935
332,Dunn,Wisconsin,55,033,Dunn County,POINT (-91.72024500000001 44.958359),105552
333,Dunn,Wisconsin,55,033,Dunn County,POINT (-91.69396999999999 44.957363),105553
334,Dunn,Wisconsin,55,033,Dunn County,POINT (-91.74511699999999 44.977951),105672
335,Custer,Colorado,08,027,Custer County,POINT (-105.516571 38.092354),40432
336,Custer,Colorado,08,027,Custer County,POINT (-105.21347 38.120373),40433
337,Custer,Colorado,08,027,Custer County,POINT (-105.519363 38.110699),40517
338,Madison,Missouri,29,123,Madison County,POINT (-90.542755 37.502964),35514
